176,2015-10-03
178,2015-10-04
173,2015-10-05
179,2015-10-06
178,2015-10-07
171,2015-10-08
168,2015-10-09
171,2015-10-10
164,2015-10-11
175,2015-10-12
169,2015-10-13
184,2015-10-14
172,2015-10-15
179,2015-10-16
164,2015-10-17
166,2015-10-18
157,2015-10-19
189,2015-10-20
166,2015-10-02
